"W1" "W2" "W3" "W4"
"69232" 0.27 0.16 0.04 0.53
"69233" 0.27 0.16 0.03 0.54
"69234" 0.27 0.16 0.02 0.55
"69235" 0.27 0.16 0.01 0.56
"69236" 0.27 0.16 0 0.57
"69237" 0.27 0.15 0.58 0
"69238" 0.27 0.15 0.57 0.01
"69239" 0.27 0.15 0.56 0.02
"69240" 0.27 0.15 0.55 0.03
"69241" 0.27 0.15 0.54 0.04
"69242" 0.27 0.15 0.53 0.05
"69243" 0.27 0.15 0.52 0.06
"69244" 0.27 0.15 0.51 0.07
"69245" 0.27 0.15 0.5 0.08
"69246" 0.27 0.15 0.49 0.09
"69247" 0.27 0.15 0.48 0.1
"69248" 0.27 0.15 0.47 0.11
"69249" 0.27 0.15 0.46 0.12
"69250" 0.27 0.15 0.45 0.13
"69251" 0.27 0.15 0.44 0.14
"69252" 0.27 0.15 0.43 0.15
"69253" 0.27 0.15 0.42 0.16
"69254" 0.27 0.15 0.41 0.17
"69255" 0.27 0.15 0.4 0.18
"69256" 0.27 0.15 0.39 0.19
"69257" 0.27 0.15 0.38 0.2
"69258" 0.27 0.15 0.37 0.21
"69259" 0.27 0.15 0.36 0.22
"69260" 0.27 0.15 0.35 0.23
"69261" 0.27 0.15 0.34 0.24
"69262" 0.27 0.15 0.33 0.25
"69263" 0.27 0.15 0.32 0.26
"69264" 0.27 0.15 0.31 0.27
"69265" 0.27 0.15 0.3 0.28
"69266" 0.27 0.15 0.29 0.29
"69267" 0.27 0.15 0.28 0.3
"69268" 0.27 0.15 0.27 0.31
"69269" 0.27 0.15 0.26 0.32
"69270" 0.27 0.15 0.25 0.33
"69271" 0.27 0.15 0.24 0.34
"69272" 0.27 0.15 0.23 0.35
"69273" 0.27 0.15 0.22 0.36
"69274" 0.27 0.15 0.21 0.37
"69275" 0.27 0.15 0.2 0.38
"69276" 0.27 0.15 0.19 0.39
"69277" 0.27 0.15 0.18 0.4
"69278" 0.27 0.15 0.17 0.41
"69279" 0.27 0.15 0.16 0.42
"69280" 0.27 0.15 0.15 0.43
"69281" 0.27 0.15 0.14 0.44
"69282" 0.27 0.15 0.13 0.45
"69283" 0.27 0.15 0.12 0.46
"69284" 0.27 0.15 0.11 0.47
"69285" 0.27 0.15 0.1 0.48
"69286" 0.27 0.15 0.09 0.49
"69287" 0.27 0.15 0.08 0.5
"69288" 0.27 0.15 0.07 0.51
"69289" 0.27 0.15 0.06 0.52
"69290" 0.27 0.15 0.05 0.53
"69291" 0.27 0.15 0.04 0.54
"69292" 0.27 0.15 0.03 0.55
"69293" 0.27 0.15 0.02 0.56
"69294" 0.27 0.15 0.01 0.57
"69295" 0.27 0.15 0 0.58
"69296" 0.27 0.14 0.59 0
"69297" 0.27 0.14 0.58 0.01
"69298" 0.27 0.14 0.57 0.02
"69299" 0.27 0.14 0.56 0.03
"69300" 0.27 0.14 0.55 0.04
"69301" 0.27 0.14 0.54 0.05
"69302" 0.27 0.14 0.53 0.06
"69303" 0.27 0.14 0.52 0.07
"69304" 0.27 0.14 0.51 0.08
"69305" 0.27 0.14 0.5 0.09
"69306" 0.27 0.14 0.49 0.1
"69307" 0.27 0.14 0.48 0.11
"69308" 0.27 0.14 0.47 0.12
"69309" 0.27 0.14 0.46 0.13
"69310" 0.27 0.14 0.45 0.14
"69311" 0.27 0.14 0.44 0.15
"69312" 0.27 0.14 0.43 0.16
"69313" 0.27 0.14 0.42 0.17
"69314" 0.27 0.14 0.41 0.18
"69315" 0.27 0.14 0.4 0.19
"69316" 0.27 0.14 0.39 0.2
"69317" 0.27 0.14 0.38 0.21
"69318" 0.27 0.14 0.37 0.22
"69319" 0.27 0.14 0.36 0.23
"69320" 0.27 0.14 0.35 0.24
"69321" 0.27 0.14 0.34 0.25
"69322" 0.27 0.14 0.33 0.26
"69323" 0.27 0.14 0.32 0.27
"69324" 0.27 0.14 0.31 0.28
"69325" 0.27 0.14 0.3 0.29
"69326" 0.27 0.14 0.29 0.3
"69327" 0.27 0.14 0.28 0.31
"69328" 0.27 0.14 0.27 0.32
"69329" 0.27 0.14 0.26 0.33
"69330" 0.27 0.14 0.25 0.34
"69331" 0.27 0.14 0.24 0.35
"69332" 0.27 0.14 0.23 0.36
"69333" 0.27 0.14 0.22 0.37
"69334" 0.27 0.14 0.21 0.38
"69335" 0.27 0.14 0.2 0.39
"69336" 0.27 0.14 0.19 0.4
"69337" 0.27 0.14 0.18 0.41
"69338" 0.27 0.14 0.17 0.42
"69339" 0.27 0.14 0.16 0.43
"69340" 0.27 0.14 0.15 0.44
"69341" 0.27 0.14 0.14 0.45
"69342" 0.27 0.14 0.13 0.46
"69343" 0.27 0.14 0.12 0.47
"69344" 0.27 0.14 0.11 0.48
"69345" 0.27 0.14 0.1 0.49
"69346" 0.27 0.14 0.09 0.5
"69347" 0.27 0.14 0.08 0.51
"69348" 0.27 0.14 0.07 0.52
"69349" 0.27 0.14 0.06 0.53
"69350" 0.27 0.14 0.05 0.54
"69351" 0.27 0.14 0.04 0.55
"69352" 0.27 0.14 0.03 0.56
"69353" 0.27 0.14 0.02 0.57
"69354" 0.27 0.14 0.01 0.58
"69355" 0.27 0.14 0 0.59
"69356" 0.27 0.13 0.6 0
"69357" 0.27 0.13 0.59 0.01
"69358" 0.27 0.13 0.58 0.02
"69359" 0.27 0.13 0.57 0.03
"69360" 0.27 0.13 0.56 0.04
"69361" 0.27 0.13 0.55 0.05
"69362" 0.27 0.13 0.54 0.06
"69363" 0.27 0.13 0.53 0.07
"69364" 0.27 0.13 0.52 0.08
"69365" 0.27 0.13 0.51 0.09
"69366" 0.27 0.13 0.5 0.1
"69367" 0.27 0.13 0.49 0.11
"69368" 0.27 0.13 0.48 0.12
"69369" 0.27 0.13 0.47 0.13
"69370" 0.27 0.13 0.46 0.14
"69371" 0.27 0.13 0.45 0.15
"69372" 0.27 0.13 0.44 0.16
"69373" 0.27 0.13 0.43 0.17
"69374" 0.27 0.13 0.42 0.18
"69375" 0.27 0.13 0.41 0.19
"69376" 0.27 0.13 0.4 0.2
"69377" 0.27 0.13 0.39 0.21
"69378" 0.27 0.13 0.38 0.22
"69379" 0.27 0.13 0.37 0.23
"69380" 0.27 0.13 0.36 0.24
"69381" 0.27 0.13 0.35 0.25
"69382" 0.27 0.13 0.34 0.26
"69383" 0.27 0.13 0.33 0.27
"69384" 0.27 0.13 0.32 0.28
"69385" 0.27 0.13 0.31 0.29
"69386" 0.27 0.13 0.3 0.3
"69387" 0.27 0.13 0.29 0.31
"69388" 0.27 0.13 0.28 0.32
"69389" 0.27 0.13 0.27 0.33
"69390" 0.27 0.13 0.26 0.34
"69391" 0.27 0.13 0.25 0.35
"69392" 0.27 0.13 0.24 0.36
"69393" 0.27 0.13 0.23 0.37
"69394" 0.27 0.13 0.22 0.38
"69395" 0.27 0.13 0.21 0.39
"69396" 0.27 0.13 0.2 0.4
"69397" 0.27 0.13 0.19 0.41
"69398" 0.27 0.13 0.18 0.42
"69399" 0.27 0.13 0.17 0.43
"69400" 0.27 0.13 0.16 0.44
"69401" 0.27 0.13 0.15 0.45
"69402" 0.27 0.13 0.14 0.46
"69403" 0.27 0.13 0.13 0.47
"69404" 0.27 0.13 0.12 0.48
"69405" 0.27 0.13 0.11 0.49
"69406" 0.27 0.13 0.1 0.5
"69407" 0.27 0.13 0.09 0.51
"69408" 0.27 0.13 0.08 0.52
"69409" 0.27 0.13 0.07 0.53
"69410" 0.27 0.13 0.06 0.54
"69411" 0.27 0.13 0.05 0.55
"69412" 0.27 0.13 0.04 0.56
"69413" 0.27 0.13 0.03 0.57
"69414" 0.27 0.13 0.02 0.58
"69415" 0.27 0.13 0.01 0.59
"69416" 0.27 0.13 0 0.6
"69417" 0.27 0.12 0.61 0
"69418" 0.27 0.12 0.6 0.01
"69419" 0.27 0.12 0.59 0.02
"69420" 0.27 0.12 0.58 0.03
"69421" 0.27 0.12 0.57 0.04
"69422" 0.27 0.12 0.56 0.05
"69423" 0.27 0.12 0.55 0.06
"69424" 0.27 0.12 0.54 0.07
"69425" 0.27 0.12 0.53 0.08
"69426" 0.27 0.12 0.52 0.09
"69427" 0.27 0.12 0.51 0.1
"69428" 0.27 0.12 0.5 0.11
"69429" 0.27 0.12 0.49 0.12
"69430" 0.27 0.12 0.48 0.13
"69431" 0.27 0.12 0.47 0.14
"69432" 0.27 0.12 0.46 0.15
"69433" 0.27 0.12 0.45 0.16
"69434" 0.27 0.12 0.44 0.17
"69435" 0.27 0.12 0.43 0.18
"69436" 0.27 0.12 0.42 0.19
"69437" 0.27 0.12 0.41 0.2
"69438" 0.27 0.12 0.4 0.21
"69439" 0.27 0.12 0.39 0.22
"69440" 0.27 0.12 0.38 0.23
"69441" 0.27 0.12 0.37 0.24
"69442" 0.27 0.12 0.36 0.25
"69443" 0.27 0.12 0.35 0.26
"69444" 0.27 0.12 0.34 0.27
"69445" 0.27 0.12 0.33 0.28
"69446" 0.27 0.12 0.32 0.29
"69447" 0.27 0.12 0.31 0.3
"69448" 0.27 0.12 0.3 0.31
"69449" 0.27 0.12 0.29 0.32
"69450" 0.27 0.12 0.28 0.33
"69451" 0.27 0.12 0.27 0.34
"69452" 0.27 0.12 0.26 0.35
"69453" 0.27 0.12 0.25 0.36
"69454" 0.27 0.12 0.24 0.37
"69455" 0.27 0.12 0.23 0.38
"69456" 0.27 0.12 0.22 0.39
"69457" 0.27 0.12 0.21 0.4
"69458" 0.27 0.12 0.2 0.41
"69459" 0.27 0.12 0.19 0.42
"69460" 0.27 0.12 0.18 0.43
"69461" 0.27 0.12 0.17 0.44
"69462" 0.27 0.12 0.16 0.45
"69463" 0.27 0.12 0.15 0.46
"69464" 0.27 0.12 0.14 0.47
"69465" 0.27 0.12 0.13 0.48
"69466" 0.27 0.12 0.12 0.49
"69467" 0.27 0.12 0.11 0.5
"69468" 0.27 0.12 0.1 0.51
"69469" 0.27 0.12 0.09 0.52
"69470" 0.27 0.12 0.08 0.53
"69471" 0.27 0.12 0.07 0.54
"69472" 0.27 0.12 0.06 0.55
"69473" 0.27 0.12 0.05 0.56
"69474" 0.27 0.12 0.04 0.57
"69475" 0.27 0.12 0.03 0.58
"69476" 0.27 0.12 0.02 0.59
"69477" 0.27 0.12 0.01 0.6
"69478" 0.27 0.12 0 0.61
"69479" 0.27 0.11 0.62 0
"69480" 0.27 0.11 0.61 0.01
"69481" 0.27 0.11 0.6 0.02
"69482" 0.27 0.11 0.59 0.03
"69483" 0.27 0.11 0.58 0.04
"69484" 0.27 0.11 0.57 0.05
"69485" 0.27 0.11 0.56 0.06
"69486" 0.27 0.11 0.55 0.07
"69487" 0.27 0.11 0.54 0.08
"69488" 0.27 0.11 0.53 0.09
"69489" 0.27 0.11 0.52 0.1
"69490" 0.27 0.11 0.51 0.11
"69491" 0.27 0.11 0.5 0.12
"69492" 0.27 0.11 0.49 0.13
"69493" 0.27 0.11 0.48 0.14
"69494" 0.27 0.11 0.47 0.15
"69495" 0.27 0.11 0.46 0.16
"69496" 0.27 0.11 0.45 0.17
"69497" 0.27 0.11 0.44 0.18
"69498" 0.27 0.11 0.43 0.19
"69499" 0.27 0.11 0.42 0.2
"69500" 0.27 0.11 0.41 0.21
"69501" 0.27 0.11 0.4 0.22
"69502" 0.27 0.11 0.39 0.23
"69503" 0.27 0.11 0.38 0.24
"69504" 0.27 0.11 0.37 0.25
"69505" 0.27 0.11 0.36 0.26
"69506" 0.27 0.11 0.35 0.27
"69507" 0.27 0.11 0.34 0.28
"69508" 0.27 0.11 0.33 0.29
"69509" 0.27 0.11 0.32 0.3
"69510" 0.27 0.11 0.31 0.31
"69511" 0.27 0.11 0.3 0.32
"69512" 0.27 0.11 0.29 0.33
"69513" 0.27 0.11 0.28 0.34
"69514" 0.27 0.11 0.27 0.35
"69515" 0.27 0.11 0.26 0.36
"69516" 0.27 0.11 0.25 0.37
"69517" 0.27 0.11 0.24 0.38
"69518" 0.27 0.11 0.23 0.39
"69519" 0.27 0.11 0.22 0.4
"69520" 0.27 0.11 0.21 0.41
"69521" 0.27 0.11 0.2 0.42
"69522" 0.27 0.11 0.19 0.43
"69523" 0.27 0.11 0.18 0.44
"69524" 0.27 0.11 0.17 0.45
"69525" 0.27 0.11 0.16 0.46
"69526" 0.27 0.11 0.15 0.47
"69527" 0.27 0.11 0.14 0.48
"69528" 0.27 0.11 0.13 0.49
"69529" 0.27 0.11 0.12 0.5
"69530" 0.27 0.11 0.11 0.51
"69531" 0.27 0.11 0.1 0.52
"69532" 0.27 0.11 0.09 0.53
"69533" 0.27 0.11 0.08 0.54
"69534" 0.27 0.11 0.07 0.55
"69535" 0.27 0.11 0.06 0.56
"69536" 0.27 0.11 0.05 0.57
"69537" 0.27 0.11 0.04 0.58
"69538" 0.27 0.11 0.03 0.59
"69539" 0.27 0.11 0.02 0.6
"69540" 0.27 0.11 0.01 0.61
"69541" 0.27 0.11 0 0.62
"69542" 0.27 0.1 0.63 0
"69543" 0.27 0.1 0.62 0.01
"69544" 0.27 0.1 0.61 0.02
"69545" 0.27 0.1 0.6 0.03
"69546" 0.27 0.1 0.59 0.04
"69547" 0.27 0.1 0.58 0.05
"69548" 0.27 0.1 0.57 0.06
"69549" 0.27 0.1 0.56 0.07
"69550" 0.27 0.1 0.55 0.08
"69551" 0.27 0.1 0.54 0.09
"69552" 0.27 0.1 0.53 0.1
"69553" 0.27 0.1 0.52 0.11
"69554" 0.27 0.1 0.51 0.12
"69555" 0.27 0.1 0.5 0.13
"69556" 0.27 0.1 0.49 0.14
"69557" 0.27 0.1 0.48 0.15
"69558" 0.27 0.1 0.47 0.16
"69559" 0.27 0.1 0.46 0.17
"69560" 0.27 0.1 0.45 0.18
"69561" 0.27 0.1 0.44 0.19
"69562" 0.27 0.1 0.43 0.2
"69563" 0.27 0.1 0.42 0.21
"69564" 0.27 0.1 0.41 0.22
"69565" 0.27 0.1 0.4 0.23
"69566" 0.27 0.1 0.39 0.24
"69567" 0.27 0.1 0.38 0.25
"69568" 0.27 0.1 0.37 0.26
"69569" 0.27 0.1 0.36 0.27
"69570" 0.27 0.1 0.35 0.28
"69571" 0.27 0.1 0.34 0.29
"69572" 0.27 0.1 0.33 0.3
"69573" 0.27 0.1 0.32 0.31
"69574" 0.27 0.1 0.31 0.32
"69575" 0.27 0.1 0.3 0.33
"69576" 0.27 0.1 0.29 0.34
"69577" 0.27 0.1 0.28 0.35
"69578" 0.27 0.1 0.27 0.36
"69579" 0.27 0.1 0.26 0.37
"69580" 0.27 0.1 0.25 0.38
"69581" 0.27 0.1 0.24 0.39
"69582" 0.27 0.1 0.23 0.4
"69583" 0.27 0.1 0.22 0.41
"69584" 0.27 0.1 0.21 0.42
"69585" 0.27 0.1 0.2 0.43
"69586" 0.27 0.1 0.19 0.44
"69587" 0.27 0.1 0.18 0.45
"69588" 0.27 0.1 0.17 0.46
"69589" 0.27 0.1 0.16 0.47
"69590" 0.27 0.1 0.15 0.48
"69591" 0.27 0.1 0.14 0.49
"69592" 0.27 0.1 0.13 0.5
"69593" 0.27 0.1 0.12 0.51
"69594" 0.27 0.1 0.11 0.52
"69595" 0.27 0.1 0.1 0.53
"69596" 0.27 0.1 0.09 0.54
"69597" 0.27 0.1 0.08 0.55
"69598" 0.27 0.1 0.07 0.56
"69599" 0.27 0.1 0.06 0.57
"69600" 0.27 0.1 0.05 0.58
"69601" 0.27 0.1 0.04 0.59
"69602" 0.27 0.1 0.03 0.6
"69603" 0.27 0.1 0.02 0.61
"69604" 0.27 0.1 0.01 0.62
"69605" 0.27 0.1 0 0.63
"69606" 0.27 0.09 0.64 0
"69607" 0.27 0.09 0.63 0.01
"69608" 0.27 0.09 0.62 0.02
"69609" 0.27 0.09 0.61 0.03
"69610" 0.27 0.09 0.6 0.04
"69611" 0.27 0.09 0.59 0.05
"69612" 0.27 0.09 0.58 0.06
"69613" 0.27 0.09 0.57 0.07
"69614" 0.27 0.09 0.56 0.08
"69615" 0.27 0.09 0.55 0.09
"69616" 0.27 0.09 0.54 0.1
"69617" 0.27 0.09 0.53 0.11
"69618" 0.27 0.09 0.52 0.12
"69619" 0.27 0.09 0.51 0.13
"69620" 0.27 0.09 0.5 0.14
"69621" 0.27 0.09 0.49 0.15
"69622" 0.27 0.09 0.48 0.16
"69623" 0.27 0.09 0.47 0.17
"69624" 0.27 0.09 0.46 0.18
"69625" 0.27 0.09 0.45 0.19
"69626" 0.27 0.09 0.44 0.2
"69627" 0.27 0.09 0.43 0.21
"69628" 0.27 0.09 0.42 0.22
"69629" 0.27 0.09 0.41 0.23
"69630" 0.27 0.09 0.4 0.24
"69631" 0.27 0.09 0.39 0.25
"69632" 0.27 0.09 0.38 0.26
"69633" 0.27 0.09 0.37 0.27
"69634" 0.27 0.09 0.36 0.28
"69635" 0.27 0.09 0.35 0.29
"69636" 0.27 0.09 0.34 0.3
"69637" 0.27 0.09 0.33 0.31
"69638" 0.27 0.09 0.32 0.32
"69639" 0.27 0.09 0.31 0.33
"69640" 0.27 0.09 0.3 0.34
"69641" 0.27 0.09 0.29 0.35
"69642" 0.27 0.09 0.28 0.36
"69643" 0.27 0.09 0.27 0.37
"69644" 0.27 0.09 0.26 0.38
"69645" 0.27 0.09 0.25 0.39
"69646" 0.27 0.09 0.24 0.4
"69647" 0.27 0.09 0.23 0.41
"69648" 0.27 0.09 0.22 0.42
"69649" 0.27 0.09 0.21 0.43
"69650" 0.27 0.09 0.2 0.44
"69651" 0.27 0.09 0.19 0.45
"69652" 0.27 0.09 0.18 0.46
"69653" 0.27 0.09 0.17 0.47
"69654" 0.27 0.09 0.16 0.48
"69655" 0.27 0.09 0.15 0.49
"69656" 0.27 0.09 0.14 0.5
"69657" 0.27 0.09 0.13 0.51
"69658" 0.27 0.09 0.12 0.52
"69659" 0.27 0.09 0.11 0.53
"69660" 0.27 0.09 0.1 0.54
"69661" 0.27 0.09 0.09 0.55
"69662" 0.27 0.09 0.08 0.56
"69663" 0.27 0.09 0.07 0.57
"69664" 0.27 0.09 0.06 0.58
"69665" 0.27 0.09 0.05 0.59
"69666" 0.27 0.09 0.04 0.6
"69667" 0.27 0.09 0.03 0.61
"69668" 0.27 0.09 0.02 0.62
"69669" 0.27 0.09 0.01 0.63
"69670" 0.27 0.09 0 0.64
"69671" 0.27 0.08 0.65 0
"69672" 0.27 0.08 0.64 0.01
"69673" 0.27 0.08 0.63 0.02
"69674" 0.27 0.08 0.62 0.03
"69675" 0.27 0.08 0.61 0.04
"69676" 0.27 0.08 0.6 0.05
"69677" 0.27 0.08 0.59 0.06
"69678" 0.27 0.08 0.58 0.07
"69679" 0.27 0.08 0.57 0.08
"69680" 0.27 0.08 0.56 0.09
"69681" 0.27 0.08 0.55 0.1
"69682" 0.27 0.08 0.54 0.11
"69683" 0.27 0.08 0.53 0.12
"69684" 0.27 0.08 0.52 0.13
"69685" 0.27 0.08 0.51 0.14
"69686" 0.27 0.08 0.5 0.15
"69687" 0.27 0.08 0.49 0.16
"69688" 0.27 0.08 0.48 0.17
"69689" 0.27 0.08 0.47 0.18
"69690" 0.27 0.08 0.46 0.19
"69691" 0.27 0.08 0.45 0.2
"69692" 0.27 0.08 0.44 0.21
"69693" 0.27 0.08 0.43 0.22
"69694" 0.27 0.08 0.42 0.23
"69695" 0.27 0.08 0.41 0.24
"69696" 0.27 0.08 0.4 0.25
"69697" 0.27 0.08 0.39 0.26
"69698" 0.27 0.08 0.38 0.27
"69699" 0.27 0.08 0.37 0.28
"69700" 0.27 0.08 0.36 0.29
"69701" 0.27 0.08 0.35 0.3
"69702" 0.27 0.08 0.34 0.31
"69703" 0.27 0.08 0.33 0.32
"69704" 0.27 0.08 0.32 0.33
"69705" 0.27 0.08 0.31 0.34
"69706" 0.27 0.08 0.3 0.35
"69707" 0.27 0.08 0.29 0.36
"69708" 0.27 0.08 0.28 0.37
"69709" 0.27 0.08 0.27 0.38
"69710" 0.27 0.08 0.26 0.39
"69711" 0.27 0.08 0.25 0.4
"69712" 0.27 0.08 0.24 0.41
"69713" 0.27 0.08 0.23 0.42
"69714" 0.27 0.08 0.22 0.43
"69715" 0.27 0.08 0.21 0.44
"69716" 0.27 0.08 0.2 0.45
"69717" 0.27 0.08 0.19 0.46
"69718" 0.27 0.08 0.18 0.47
"69719" 0.27 0.08 0.17 0.48
"69720" 0.27 0.08 0.16 0.49
"69721" 0.27 0.08 0.15 0.5
"69722" 0.27 0.08 0.14 0.51
"69723" 0.27 0.08 0.13 0.52
"69724" 0.27 0.08 0.12 0.53
"69725" 0.27 0.08 0.11 0.54
"69726" 0.27 0.08 0.1 0.55
"69727" 0.27 0.08 0.09 0.56
"69728" 0.27 0.08 0.08 0.57
"69729" 0.27 0.08 0.07 0.58
"69730" 0.27 0.08 0.06 0.59
"69731" 0.27 0.08 0.05 0.6
"69732" 0.27 0.08 0.04 0.61
"69733" 0.27 0.08 0.03 0.62
"69734" 0.27 0.08 0.02 0.63
"69735" 0.27 0.08 0.01 0.64
"69736" 0.27 0.08 0 0.65
"69737" 0.27 0.07 0.66 0
"69738" 0.27 0.07 0.65 0.01
"69739" 0.27 0.07 0.64 0.02
"69740" 0.27 0.07 0.63 0.03
"69741" 0.27 0.07 0.62 0.04
"69742" 0.27 0.07 0.61 0.05
"69743" 0.27 0.07 0.6 0.06
"69744" 0.27 0.07 0.59 0.07
"69745" 0.27 0.07 0.58 0.08
"69746" 0.27 0.07 0.57 0.09
"69747" 0.27 0.07 0.56 0.1
"69748" 0.27 0.07 0.55 0.11
"69749" 0.27 0.07 0.54 0.12
"69750" 0.27 0.07 0.53 0.13
"69751" 0.27 0.07 0.52 0.14
"69752" 0.27 0.07 0.51 0.15
"69753" 0.27 0.07 0.5 0.16
"69754" 0.27 0.07 0.49 0.17
"69755" 0.27 0.07 0.48 0.18
"69756" 0.27 0.07 0.47 0.19
"69757" 0.27 0.07 0.46 0.2
"69758" 0.27 0.07 0.45 0.21
"69759" 0.27 0.07 0.44 0.22
"69760" 0.27 0.07 0.43 0.23
"69761" 0.27 0.07 0.42 0.24
"69762" 0.27 0.07 0.41 0.25
"69763" 0.27 0.07 0.4 0.26
"69764" 0.27 0.07 0.39 0.27
"69765" 0.27 0.07 0.38 0.28
"69766" 0.27 0.07 0.37 0.29
"69767" 0.27 0.07 0.36 0.3
"69768" 0.27 0.07 0.35 0.31
"69769" 0.27 0.07 0.34 0.32
"69770" 0.27 0.07 0.33 0.33
"69771" 0.27 0.07 0.32 0.34
"69772" 0.27 0.07 0.31 0.35
"69773" 0.27 0.07 0.3 0.36
"69774" 0.27 0.07 0.29 0.37
"69775" 0.27 0.07 0.28 0.38
"69776" 0.27 0.07 0.27 0.39
"69777" 0.27 0.07 0.26 0.4
"69778" 0.27 0.07 0.25 0.41
"69779" 0.27 0.07 0.24 0.42
"69780" 0.27 0.07 0.23 0.43
"69781" 0.27 0.07 0.22 0.44
"69782" 0.27 0.07 0.21 0.45
"69783" 0.27 0.07 0.2 0.46
"69784" 0.27 0.07 0.19 0.47
"69785" 0.27 0.07 0.18 0.48
"69786" 0.27 0.07 0.17 0.49
"69787" 0.27 0.07 0.16 0.5
"69788" 0.27 0.07 0.15 0.51
"69789" 0.27 0.07 0.14 0.52
"69790" 0.27 0.07 0.13 0.53
"69791" 0.27 0.07 0.12 0.54
"69792" 0.27 0.07 0.11 0.55
"69793" 0.27 0.07 0.1 0.56
"69794" 0.27 0.07 0.09 0.57
"69795" 0.27 0.07 0.08 0.58
"69796" 0.27 0.07 0.07 0.59
"69797" 0.27 0.07 0.06 0.6
"69798" 0.27 0.07 0.05 0.61
"69799" 0.27 0.07 0.04 0.62
"69800" 0.27 0.07 0.03 0.63
"69801" 0.27 0.07 0.02 0.64
"69802" 0.27 0.07 0.01 0.65
"69803" 0.27 0.07 0 0.66
"69804" 0.27 0.06 0.67 0
"69805" 0.27 0.06 0.66 0.01
"69806" 0.27 0.06 0.65 0.02
"69807" 0.27 0.06 0.64 0.03
"69808" 0.27 0.06 0.63 0.04
"69809" 0.27 0.06 0.62 0.05
"69810" 0.27 0.06 0.61 0.06
"69811" 0.27 0.06 0.6 0.07
"69812" 0.27 0.06 0.59 0.08
"69813" 0.27 0.06 0.58 0.09
"69814" 0.27 0.06 0.57 0.1
"69815" 0.27 0.06 0.56 0.11
"69816" 0.27 0.06 0.55 0.12
"69817" 0.27 0.06 0.54 0.13
"69818" 0.27 0.06 0.53 0.14
"69819" 0.27 0.06 0.52 0.15
"69820" 0.27 0.06 0.51 0.16
"69821" 0.27 0.06 0.5 0.17
"69822" 0.27 0.06 0.49 0.18
"69823" 0.27 0.06 0.48 0.19
"69824" 0.27 0.06 0.47 0.2
"69825" 0.27 0.06 0.46 0.21
"69826" 0.27 0.06 0.45 0.22
"69827" 0.27 0.06 0.44 0.23
"69828" 0.27 0.06 0.43 0.24
"69829" 0.27 0.06 0.42 0.25
"69830" 0.27 0.06 0.41 0.26
"69831" 0.27 0.06 0.4 0.27
"69832" 0.27 0.06 0.39 0.28
"69833" 0.27 0.06 0.38 0.29
"69834" 0.27 0.06 0.37 0.3
"69835" 0.27 0.06 0.36 0.31
"69836" 0.27 0.06 0.35 0.32
"69837" 0.27 0.06 0.34 0.33
"69838" 0.27 0.06 0.33 0.34
"69839" 0.27 0.06 0.32 0.35
"69840" 0.27 0.06 0.31 0.36
"69841" 0.27 0.06 0.3 0.37
"69842" 0.27 0.06 0.29 0.38
"69843" 0.27 0.06 0.28 0.39
"69844" 0.27 0.06 0.27 0.4
"69845" 0.27 0.06 0.26 0.41
"69846" 0.27 0.06 0.25 0.42
"69847" 0.27 0.06 0.24 0.43
"69848" 0.27 0.06 0.23 0.44
"69849" 0.27 0.06 0.22 0.45
"69850" 0.27 0.06 0.21 0.46
"69851" 0.27 0.06 0.2 0.47
"69852" 0.27 0.06 0.19 0.48
"69853" 0.27 0.06 0.18 0.49
"69854" 0.27 0.06 0.17 0.5
"69855" 0.27 0.06 0.16 0.51
"69856" 0.27 0.06 0.15 0.52
"69857" 0.27 0.06 0.14 0.53
"69858" 0.27 0.06 0.13 0.54
"69859" 0.27 0.06 0.12 0.55
"69860" 0.27 0.06 0.11 0.56
"69861" 0.27 0.06 0.1 0.57
"69862" 0.27 0.06 0.09 0.58
"69863" 0.27 0.06 0.08 0.59
"69864" 0.27 0.06 0.07 0.6
"69865" 0.27 0.06 0.06 0.61
"69866" 0.27 0.06 0.05 0.62
"69867" 0.27 0.06 0.04 0.63
"69868" 0.27 0.06 0.03 0.64
"69869" 0.27 0.06 0.02 0.65
"69870" 0.27 0.06 0.01 0.66
"69871" 0.27 0.06 0 0.67
"69872" 0.27 0.05 0.68 0
"69873" 0.27 0.05 0.67 0.01
"69874" 0.27 0.05 0.66 0.02
"69875" 0.27 0.05 0.65 0.03
"69876" 0.27 0.05 0.64 0.04
"69877" 0.27 0.05 0.63 0.05
"69878" 0.27 0.05 0.62 0.06
"69879" 0.27 0.05 0.61 0.07
"69880" 0.27 0.05 0.6 0.08
"69881" 0.27 0.05 0.59 0.09
"69882" 0.27 0.05 0.58 0.1
"69883" 0.27 0.05 0.57 0.11
"69884" 0.27 0.05 0.56 0.12
"69885" 0.27 0.05 0.55 0.13
"69886" 0.27 0.05 0.54 0.14
"69887" 0.27 0.05 0.53 0.15
"69888" 0.27 0.05 0.52 0.16
"69889" 0.27 0.05 0.51 0.17
"69890" 0.27 0.05 0.5 0.18
"69891" 0.27 0.05 0.49 0.19
"69892" 0.27 0.05 0.48 0.2
"69893" 0.27 0.05 0.47 0.21
"69894" 0.27 0.05 0.46 0.22
"69895" 0.27 0.05 0.45 0.23
"69896" 0.27 0.05 0.44 0.24
"69897" 0.27 0.05 0.43 0.25
"69898" 0.27 0.05 0.42 0.26
