"W1"	"W2"	"W3"
"10242"	0.42	0.46	0.12
"10243"	0.42	0.47	0.11
"10244"	0.42	0.48	0.1
"10245"	0.42	0.49	0.09
"10246"	0.42	0.5	0.08
"10247"	0.42	0.51	0.07
"10248"	0.42	0.52	0.06
"10249"	0.42	0.53	0.05
"10250"	0.42	0.54	0.04
"10251"	0.42	0.55	0.03
"10252"	0.42	0.56	0.02
"10253"	0.42	0.57	0.01
"10254"	0.42	0.58	0
"10255"	0.42	0.59	-0.01
"10256"	0.42	0.6	-0.02
"10257"	0.42	0.61	-0.03
"10258"	0.42	0.62	-0.04
"10259"	0.42	0.63	-0.05
"10260"	0.42	0.64	-0.06
"10261"	0.42	0.65	-0.07
"10262"	0.42	0.66	-0.08
"10263"	0.42	0.67	-0.09
"10264"	0.42	0.68	-0.1
"10265"	0.42	0.69	-0.11
"10266"	0.42	0.7	-0.12
"10267"	0.42	0.71	-0.13
"10268"	0.42	0.72	-0.14
"10269"	0.42	0.73	-0.15
"10270"	0.42	0.74	-0.16
"10271"	0.42	0.75	-0.17
"10272"	0.42	0.76	-0.18
"10273"	0.42	0.77	-0.19
"10274"	0.42	0.78	-0.2
"10275"	0.42	0.79	-0.21
"10276"	0.42	0.8	-0.22
"10277"	0.42	0.81	-0.23
"10278"	0.42	0.82	-0.24
"10279"	0.42	0.83	-0.25
"10280"	0.42	0.84	-0.26
"10281"	0.42	0.85	-0.27
"10282"	0.42	0.86	-0.28
"10283"	0.42	0.87	-0.29
"10284"	0.42	0.88	-0.3
"10285"	0.42	0.89	-0.31
"10286"	0.42	0.9	-0.32
"10287"	0.42	0.91	-0.33
"10288"	0.42	0.92	-0.34
"10289"	0.42	0.93	-0.35
"10290"	0.42	0.94	-0.36
"10291"	0.42	0.95	-0.37
"10292"	0.42	0.96	-0.38
"10293"	0.42	0.97	-0.39
"10294"	0.42	0.98	-0.4
"10295"	0.42	0.99	-0.41
"10296"	0.42	1	-0.42
"10297"	0.43	-0.43	1
"10298"	0.43	-0.42	0.99
"10299"	0.43	-0.41	0.98
"10300"	0.43	-0.4	0.97
"10301"	0.43	-0.39	0.96
"10302"	0.43	-0.38	0.95
"10303"	0.43	-0.37	0.94
"10304"	0.43	-0.36	0.93
"10305"	0.43	-0.35	0.92
"10306"	0.43	-0.34	0.91
"10307"	0.43	-0.33	0.9
"10308"	0.43	-0.32	0.89
"10309"	0.43	-0.31	0.88
"10310"	0.43	-0.3	0.87
"10311"	0.43	-0.29	0.86
"10312"	0.43	-0.28	0.85
"10313"	0.43	-0.27	0.84
"10314"	0.43	-0.26	0.83
"10315"	0.43	-0.25	0.82
"10316"	0.43	-0.24	0.81
"10317"	0.43	-0.23	0.8
"10318"	0.43	-0.22	0.79
"10319"	0.43	-0.21	0.78
"10320"	0.43	-0.2	0.77
"10321"	0.43	-0.19	0.76
"10322"	0.43	-0.18	0.75
"10323"	0.43	-0.17	0.74
"10324"	0.43	-0.16	0.73
"10325"	0.43	-0.15	0.72
"10326"	0.43	-0.14	0.71
"10327"	0.43	-0.13	0.7
"10328"	0.43	-0.12	0.69
"10329"	0.43	-0.11	0.68
"10330"	0.43	-0.1	0.67
"10331"	0.43	-0.09	0.66
"10332"	0.43	-0.08	0.65
"10333"	0.43	-0.07	0.64
"10334"	0.43	-0.06	0.63
"10335"	0.43	-0.05	0.62
"10336"	0.43	-0.04	0.61
"10337"	0.43	-0.03	0.6
"10338"	0.43	-0.02	0.59
"10339"	0.43	-0.01	0.58
"10340"	0.43	0	0.57
"10341"	0.43	0.01	0.56
"10342"	0.43	0.02	0.55
"10343"	0.43	0.03	0.54
"10344"	0.43	0.04	0.53
"10345"	0.43	0.05	0.52
"10346"	0.43	0.06	0.51
"10347"	0.43	0.07	0.5
"10348"	0.43	0.08	0.49
"10349"	0.43	0.09	0.48
"10350"	0.43	0.1	0.47
"10351"	0.43	0.11	0.46
"10352"	0.43	0.12	0.45
"10353"	0.43	0.13	0.44
"10354"	0.43	0.14	0.43
"10355"	0.43	0.15	0.42
"10356"	0.43	0.16	0.41
"10357"	0.43	0.17	0.4
"10358"	0.43	0.18	0.39
"10359"	0.43	0.19	0.38
"10360"	0.43	0.2	0.37
"10361"	0.43	0.21	0.36
"10362"	0.43	0.22	0.35
"10363"	0.43	0.23	0.34
"10364"	0.43	0.24	0.33
"10365"	0.43	0.25	0.32
"10366"	0.43	0.26	0.31
"10367"	0.43	0.27	0.3
"10368"	0.43	0.28	0.29
"10369"	0.43	0.29	0.28
"10370"	0.43	0.3	0.27
"10371"	0.43	0.31	0.26
"10372"	0.43	0.32	0.25
"10373"	0.43	0.33	0.24
"10374"	0.43	0.34	0.23
"10375"	0.43	0.35	0.22
"10376"	0.43	0.36	0.21
"10377"	0.43	0.37	0.2
"10378"	0.43	0.38	0.19
"10379"	0.43	0.39	0.18
"10380"	0.43	0.4	0.17
"10381"	0.43	0.41	0.16
"10382"	0.43	0.42	0.15
"10383"	0.43	0.43	0.14
"10384"	0.43	0.44	0.13
"10385"	0.43	0.45	0.12
"10386"	0.43	0.46	0.11
"10387"	0.43	0.47	0.1
"10388"	0.43	0.48	0.09
"10389"	0.43	0.49	0.08
"10390"	0.43	0.5	0.07
"10391"	0.43	0.51	0.06
"10392"	0.43	0.52	0.05
"10393"	0.43	0.53	0.04
"10394"	0.43	0.54	0.03
"10395"	0.43	0.55	0.02
"10396"	0.43	0.56	0.01
"10397"	0.43	0.57	0
"10398"	0.43	0.58	-0.01
"10399"	0.43	0.59	-0.02
"10400"	0.43	0.6	-0.03
"10401"	0.43	0.61	-0.04
"10402"	0.43	0.62	-0.05
"10403"	0.43	0.63	-0.06
"10404"	0.43	0.64	-0.07
"10405"	0.43	0.65	-0.08
"10406"	0.43	0.66	-0.09
"10407"	0.43	0.67	-0.1
"10408"	0.43	0.68	-0.11
"10409"	0.43	0.69	-0.12
"10410"	0.43	0.7	-0.13
"10411"	0.43	0.71	-0.14
"10412"	0.43	0.72	-0.15
"10413"	0.43	0.73	-0.16
"10414"	0.43	0.74	-0.17
"10415"	0.43	0.75	-0.18
"10416"	0.43	0.76	-0.19
"10417"	0.43	0.77	-0.2
"10418"	0.43	0.78	-0.21
"10419"	0.43	0.79	-0.22
"10420"	0.43	0.8	-0.23
"10421"	0.43	0.81	-0.24
"10422"	0.43	0.82	-0.25
"10423"	0.43	0.83	-0.26
"10424"	0.43	0.84	-0.27
"10425"	0.43	0.85	-0.28
"10426"	0.43	0.86	-0.29
"10427"	0.43	0.87	-0.3
"10428"	0.43	0.88	-0.31
"10429"	0.43	0.89	-0.32
"10430"	0.43	0.9	-0.33
"10431"	0.43	0.91	-0.34
"10432"	0.43	0.92	-0.35
"10433"	0.43	0.93	-0.36
"10434"	0.43	0.94	-0.37
"10435"	0.43	0.95	-0.38
"10436"	0.43	0.96	-0.39
"10437"	0.43	0.97	-0.4
"10438"	0.43	0.98	-0.41
"10439"	0.43	0.99	-0.42
"10440"	0.43	1	-0.43
"10441"	0.44	-0.44	1
"10442"	0.44	-0.43	0.99
"10443"	0.44	-0.42	0.98
"10444"	0.44	-0.41	0.97
"10445"	0.44	-0.4	0.96
"10446"	0.44	-0.39	0.95
"10447"	0.44	-0.38	0.94
"10448"	0.44	-0.37	0.93
"10449"	0.44	-0.36	0.92
"10450"	0.44	-0.35	0.91
"10451"	0.44	-0.34	0.9
"10452"	0.44	-0.33	0.89
"10453"	0.44	-0.32	0.88
"10454"	0.44	-0.31	0.87
"10455"	0.44	-0.3	0.86
"10456"	0.44	-0.29	0.85
"10457"	0.44	-0.28	0.84
"10458"	0.44	-0.27	0.83
"10459"	0.44	-0.26	0.82
"10460"	0.44	-0.25	0.81
"10461"	0.44	-0.24	0.8
"10462"	0.44	-0.23	0.79
"10463"	0.44	-0.22	0.78
"10464"	0.44	-0.21	0.77
"10465"	0.44	-0.2	0.76
"10466"	0.44	-0.19	0.75
"10467"	0.44	-0.18	0.74
"10468"	0.44	-0.17	0.73
"10469"	0.44	-0.16	0.72
"10470"	0.44	-0.15	0.71
"10471"	0.44	-0.14	0.7
"10472"	0.44	-0.13	0.69
"10473"	0.44	-0.12	0.68
"10474"	0.44	-0.11	0.67
"10475"	0.44	-0.1	0.66
"10476"	0.44	-0.09	0.65
"10477"	0.44	-0.08	0.64
"10478"	0.44	-0.07	0.63
"10479"	0.44	-0.06	0.62
"10480"	0.44	-0.05	0.61
"10481"	0.44	-0.04	0.6
"10482"	0.44	-0.03	0.59
"10483"	0.44	-0.02	0.58
"10484"	0.44	-0.01	0.57
"10485"	0.44	0	0.56
"10486"	0.44	0.01	0.55
"10487"	0.44	0.02	0.54
"10488"	0.44	0.03	0.53
"10489"	0.44	0.04	0.52
"10490"	0.44	0.05	0.51
"10491"	0.44	0.06	0.5
"10492"	0.44	0.07	0.49
"10493"	0.44	0.08	0.48
"10494"	0.44	0.09	0.47
"10495"	0.44	0.1	0.46
"10496"	0.44	0.11	0.45
"10497"	0.44	0.12	0.44
"10498"	0.44	0.13	0.43
"10499"	0.44	0.14	0.42
"10500"	0.44	0.15	0.41
"10501"	0.44	0.16	0.4
"10502"	0.44	0.17	0.39
"10503"	0.44	0.18	0.38
"10504"	0.44	0.19	0.37
"10505"	0.44	0.2	0.36
"10506"	0.44	0.21	0.35
"10507"	0.44	0.22	0.34
"10508"	0.44	0.23	0.33
"10509"	0.44	0.24	0.32
"10510"	0.44	0.25	0.31
"10511"	0.44	0.26	0.3
"10512"	0.44	0.27	0.29
"10513"	0.44	0.28	0.28
"10514"	0.44	0.29	0.27
"10515"	0.44	0.3	0.26
"10516"	0.44	0.31	0.25
"10517"	0.44	0.32	0.24
"10518"	0.44	0.33	0.23
"10519"	0.44	0.34	0.22
"10520"	0.44	0.35	0.21
"10521"	0.44	0.36	0.2
"10522"	0.44	0.37	0.19
"10523"	0.44	0.38	0.18
"10524"	0.44	0.39	0.17
"10525"	0.44	0.4	0.16
"10526"	0.44	0.41	0.15
"10527"	0.44	0.42	0.14
"10528"	0.44	0.43	0.13
"10529"	0.44	0.44	0.12
"10530"	0.44	0.45	0.11
"10531"	0.44	0.46	0.1
"10532"	0.44	0.47	0.09
"10533"	0.44	0.48	0.08
"10534"	0.44	0.49	0.07
"10535"	0.44	0.5	0.06
"10536"	0.44	0.51	0.05
"10537"	0.44	0.52	0.04
"10538"	0.44	0.53	0.03
"10539"	0.44	0.54	0.02
"10540"	0.44	0.55	0.01
"10541"	0.44	0.56	0
"10542"	0.44	0.57	-0.01
"10543"	0.44	0.58	-0.02
"10544"	0.44	0.59	-0.03
"10545"	0.44	0.6	-0.04
"10546"	0.44	0.61	-0.05
"10547"	0.44	0.62	-0.06
"10548"	0.44	0.63	-0.07
"10549"	0.44	0.64	-0.08
"10550"	0.44	0.65	-0.09
"10551"	0.44	0.66	-0.1
"10552"	0.44	0.67	-0.11
"10553"	0.44	0.68	-0.12
"10554"	0.44	0.69	-0.13
"10555"	0.44	0.7	-0.14
"10556"	0.44	0.71	-0.15
"10557"	0.44	0.72	-0.16
"10558"	0.44	0.73	-0.17
"10559"	0.44	0.74	-0.18
"10560"	0.44	0.75	-0.19
"10561"	0.44	0.76	-0.2
"10562"	0.44	0.77	-0.21
"10563"	0.44	0.78	-0.22
"10564"	0.44	0.79	-0.23
"10565"	0.44	0.8	-0.24
"10566"	0.44	0.81	-0.25
"10567"	0.44	0.82	-0.26
"10568"	0.44	0.83	-0.27
"10569"	0.44	0.84	-0.28
"10570"	0.44	0.85	-0.29
"10571"	0.44	0.86	-0.3
"10572"	0.44	0.87	-0.31
"10573"	0.44	0.88	-0.32
"10574"	0.44	0.89	-0.33
"10575"	0.44	0.9	-0.34
"10576"	0.44	0.91	-0.35
"10577"	0.44	0.92	-0.36
"10578"	0.44	0.93	-0.37
"10579"	0.44	0.94	-0.38
"10580"	0.44	0.95	-0.39
"10581"	0.44	0.96	-0.4
"10582"	0.44	0.97	-0.41
"10583"	0.44	0.98	-0.42
"10584"	0.44	0.99	-0.43
"10585"	0.44	1	-0.44
"10586"	0.45	-0.45	1
"10587"	0.45	-0.44	0.99
"10588"	0.45	-0.43	0.98
"10589"	0.45	-0.42	0.97
"10590"	0.45	-0.41	0.96
"10591"	0.45	-0.4	0.95
"10592"	0.45	-0.39	0.94
"10593"	0.45	-0.38	0.93
"10594"	0.45	-0.37	0.92
"10595"	0.45	-0.36	0.91
"10596"	0.45	-0.35	0.9
"10597"	0.45	-0.34	0.89
"10598"	0.45	-0.33	0.88
"10599"	0.45	-0.32	0.87
"10600"	0.45	-0.31	0.86
"10601"	0.45	-0.3	0.85
"10602"	0.45	-0.29	0.84
"10603"	0.45	-0.28	0.83
"10604"	0.45	-0.27	0.82
"10605"	0.45	-0.26	0.81
"10606"	0.45	-0.25	0.8
"10607"	0.45	-0.24	0.79
"10608"	0.45	-0.23	0.78
"10609"	0.45	-0.22	0.77
"10610"	0.45	-0.21	0.76
"10611"	0.45	-0.2	0.75
"10612"	0.45	-0.19	0.74
"10613"	0.45	-0.18	0.73
"10614"	0.45	-0.17	0.72
"10615"	0.45	-0.16	0.71
"10616"	0.45	-0.15	0.7
"10617"	0.45	-0.14	0.69
"10618"	0.45	-0.13	0.68
"10619"	0.45	-0.12	0.67
"10620"	0.45	-0.11	0.66
"10621"	0.45	-0.1	0.65
"10622"	0.45	-0.09	0.64
"10623"	0.45	-0.08	0.63
"10624"	0.45	-0.07	0.62
"10625"	0.45	-0.06	0.61
"10626"	0.45	-0.05	0.6
"10627"	0.45	-0.04	0.59
"10628"	0.45	-0.03	0.58
"10629"	0.45	-0.02	0.57
"10630"	0.45	-0.01	0.56
"10631"	0.45	0	0.55
"10632"	0.45	0.01	0.54
"10633"	0.45	0.02	0.53
"10634"	0.45	0.03	0.52
"10635"	0.45	0.04	0.51
"10636"	0.45	0.05	0.5
"10637"	0.45	0.06	0.49
"10638"	0.45	0.07	0.48
"10639"	0.45	0.08	0.47
"10640"	0.45	0.09	0.46
"10641"	0.45	0.1	0.45
"10642"	0.45	0.11	0.44
"10643"	0.45	0.12	0.43
"10644"	0.45	0.13	0.42
"10645"	0.45	0.14	0.41
"10646"	0.45	0.15	0.4
"10647"	0.45	0.16	0.39
"10648"	0.45	0.17	0.38
"10649"	0.45	0.18	0.37
"10650"	0.45	0.19	0.36
"10651"	0.45	0.2	0.35
"10652"	0.45	0.21	0.34
"10653"	0.45	0.22	0.33
"10654"	0.45	0.23	0.32
"10655"	0.45	0.24	0.31
"10656"	0.45	0.25	0.3
"10657"	0.45	0.26	0.29
"10658"	0.45	0.27	0.28
"10659"	0.45	0.28	0.27
"10660"	0.45	0.29	0.26
"10661"	0.45	0.3	0.25
"10662"	0.45	0.31	0.24
"10663"	0.45	0.32	0.23
"10664"	0.45	0.33	0.22
"10665"	0.45	0.34	0.21
"10666"	0.45	0.35	0.2
"10667"	0.45	0.36	0.19
"10668"	0.45	0.37	0.18
"10669"	0.45	0.38	0.17
"10670"	0.45	0.39	0.16
"10671"	0.45	0.4	0.15
"10672"	0.45	0.41	0.14
"10673"	0.45	0.42	0.13
"10674"	0.45	0.43	0.12
"10675"	0.45	0.44	0.11
"10676"	0.45	0.45	0.1
"10677"	0.45	0.46	0.09
"10678"	0.45	0.47	0.08
"10679"	0.45	0.48	0.07
"10680"	0.45	0.49	0.06
"10681"	0.45	0.5	0.05
"10682"	0.45	0.51	0.04
"10683"	0.45	0.52	0.03
"10684"	0.45	0.53	0.02
"10685"	0.45	0.54	0.01
"10686"	0.45	0.55	0
"10687"	0.45	0.56	-0.01
"10688"	0.45	0.57	-0.02
"10689"	0.45	0.58	-0.03
"10690"	0.45	0.59	-0.04
"10691"	0.45	0.6	-0.05
"10692"	0.45	0.61	-0.06
"10693"	0.45	0.62	-0.07
"10694"	0.45	0.63	-0.08
"10695"	0.45	0.64	-0.09
"10696"	0.45	0.65	-0.1
"10697"	0.45	0.66	-0.11
"10698"	0.45	0.67	-0.12
"10699"	0.45	0.68	-0.13
"10700"	0.45	0.69	-0.14
"10701"	0.45	0.7	-0.15
"10702"	0.45	0.71	-0.16
"10703"	0.45	0.72	-0.17
"10704"	0.45	0.73	-0.18
"10705"	0.45	0.74	-0.19
"10706"	0.45	0.75	-0.2
"10707"	0.45	0.76	-0.21
"10708"	0.45	0.77	-0.22
"10709"	0.45	0.78	-0.23
"10710"	0.45	0.79	-0.24
"10711"	0.45	0.8	-0.25
"10712"	0.45	0.81	-0.26
"10713"	0.45	0.82	-0.27
"10714"	0.45	0.83	-0.28
"10715"	0.45	0.84	-0.29
"10716"	0.45	0.85	-0.3
"10717"	0.45	0.86	-0.31
"10718"	0.45	0.87	-0.32
"10719"	0.45	0.88	-0.33
"10720"	0.45	0.89	-0.34
"10721"	0.45	0.9	-0.35
"10722"	0.45	0.91	-0.36
"10723"	0.45	0.92	-0.37
"10724"	0.45	0.93	-0.38
"10725"	0.45	0.94	-0.39
"10726"	0.45	0.95	-0.4
"10727"	0.45	0.96	-0.41
"10728"	0.45	0.97	-0.42
"10729"	0.45	0.98	-0.43
"10730"	0.45	0.99	-0.44
"10731"	0.45	1	-0.45
"10732"	0.46	-0.46	1
"10733"	0.46	-0.45	0.99
"10734"	0.46	-0.44	0.98
"10735"	0.46	-0.43	0.97
"10736"	0.46	-0.42	0.96
"10737"	0.46	-0.41	0.95
"10738"	0.46	-0.4	0.94
"10739"	0.46	-0.39	0.93
"10740"	0.46	-0.38	0.92
"10741"	0.46	-0.37	0.91
"10742"	0.46	-0.36	0.9
"10743"	0.46	-0.35	0.89
"10744"	0.46	-0.34	0.88
"10745"	0.46	-0.33	0.87
"10746"	0.46	-0.32	0.86
"10747"	0.46	-0.31	0.85
"10748"	0.46	-0.3	0.84
"10749"	0.46	-0.29	0.83
"10750"	0.46	-0.28	0.82
"10751"	0.46	-0.27	0.81
"10752"	0.46	-0.26	0.8
"10753"	0.46	-0.25	0.79
"10754"	0.46	-0.24	0.78
"10755"	0.46	-0.23	0.77
"10756"	0.46	-0.22	0.76
"10757"	0.46	-0.21	0.75
"10758"	0.46	-0.2	0.74
"10759"	0.46	-0.19	0.73
"10760"	0.46	-0.18	0.72
"10761"	0.46	-0.17	0.71
"10762"	0.46	-0.16	0.7
"10763"	0.46	-0.15	0.69
"10764"	0.46	-0.14	0.68
"10765"	0.46	-0.13	0.67
"10766"	0.46	-0.12	0.66
"10767"	0.46	-0.11	0.65
"10768"	0.46	-0.1	0.64
"10769"	0.46	-0.09	0.63
"10770"	0.46	-0.08	0.62
"10771"	0.46	-0.07	0.61
"10772"	0.46	-0.06	0.6
"10773"	0.46	-0.05	0.59
"10774"	0.46	-0.04	0.58
"10775"	0.46	-0.03	0.57
"10776"	0.46	-0.02	0.56
"10777"	0.46	-0.01	0.55
"10778"	0.46	0	0.54
"10779"	0.46	0.01	0.53
"10780"	0.46	0.02	0.52
"10781"	0.46	0.03	0.51
"10782"	0.46	0.04	0.5
"10783"	0.46	0.05	0.49
"10784"	0.46	0.06	0.48
"10785"	0.46	0.07	0.47
"10786"	0.46	0.08	0.46
"10787"	0.46	0.09	0.45
"10788"	0.46	0.1	0.44
"10789"	0.46	0.11	0.43
"10790"	0.46	0.12	0.42
"10791"	0.46	0.13	0.41
"10792"	0.46	0.14	0.4
"10793"	0.46	0.15	0.39
"10794"	0.46	0.16	0.38
"10795"	0.46	0.17	0.37
"10796"	0.46	0.18	0.36
"10797"	0.46	0.19	0.35
"10798"	0.46	0.2	0.34
"10799"	0.46	0.21	0.33
"10800"	0.46	0.22	0.32
"10801"	0.46	0.23	0.31
"10802"	0.46	0.24	0.3
"10803"	0.46	0.25	0.29
"10804"	0.46	0.26	0.28
"10805"	0.46	0.27	0.27
"10806"	0.46	0.28	0.26
"10807"	0.46	0.29	0.25
"10808"	0.46	0.3	0.24
"10809"	0.46	0.31	0.23
"10810"	0.46	0.32	0.22
"10811"	0.46	0.33	0.21
"10812"	0.46	0.34	0.2
"10813"	0.46	0.35	0.19
"10814"	0.46	0.36	0.18
"10815"	0.46	0.37	0.17
"10816"	0.46	0.38	0.16
"10817"	0.46	0.39	0.15
"10818"	0.46	0.4	0.14
"10819"	0.46	0.41	0.13
"10820"	0.46	0.42	0.12
"10821"	0.46	0.43	0.11
"10822"	0.46	0.44	0.1
"10823"	0.46	0.45	0.09
"10824"	0.46	0.46	0.08
"10825"	0.46	0.47	0.07
"10826"	0.46	0.48	0.06
"10827"	0.46	0.49	0.05
"10828"	0.46	0.5	0.04
"10829"	0.46	0.51	0.03
"10830"	0.46	0.52	0.02
"10831"	0.46	0.53	0.01
"10832"	0.46	0.54	0
"10833"	0.46	0.55	-0.01
"10834"	0.46	0.56	-0.02
"10835"	0.46	0.57	-0.03
"10836"	0.46	0.58	-0.04
"10837"	0.46	0.59	-0.05
"10838"	0.46	0.6	-0.06
"10839"	0.46	0.61	-0.07
"10840"	0.46	0.62	-0.08
"10841"	0.46	0.63	-0.09
"10842"	0.46	0.64	-0.1
"10843"	0.46	0.65	-0.11
"10844"	0.46	0.66	-0.12
"10845"	0.46	0.67	-0.13
"10846"	0.46	0.68	-0.14
"10847"	0.46	0.69	-0.15
"10848"	0.46	0.7	-0.16
"10849"	0.46	0.71	-0.17
"10850"	0.46	0.72	-0.18
"10851"	0.46	0.73	-0.19
"10852"	0.46	0.74	-0.2
"10853"	0.46	0.75	-0.21
"10854"	0.46	0.76	-0.22
"10855"	0.46	0.77	-0.23
"10856"	0.46	0.78	-0.24
"10857"	0.46	0.79	-0.25
"10858"	0.46	0.8	-0.26
"10859"	0.46	0.81	-0.27
"10860"	0.46	0.82	-0.28
"10861"	0.46	0.83	-0.29
"10862"	0.46	0.84	-0.3
"10863"	0.46	0.85	-0.31
"10864"	0.46	0.86	-0.32
"10865"	0.46	0.87	-0.33
"10866"	0.46	0.88	-0.34
"10867"	0.46	0.89	-0.35
"10868"	0.46	0.9	-0.36
"10869"	0.46	0.91	-0.37
"10870"	0.46	0.92	-0.38
"10871"	0.46	0.93	-0.39
"10872"	0.46	0.94	-0.4
"10873"	0.46	0.95	-0.41
"10874"	0.46	0.96	-0.42
"10875"	0.46	0.97	-0.43
"10876"	0.46	0.98	-0.44
"10877"	0.46	0.99	-0.45
"10878"	0.46	1	-0.46
"10879"	0.47	-0.47	1
"10880"	0.47	-0.46	0.99
"10881"	0.47	-0.45	0.98
"10882"	0.47	-0.44	0.97
"10883"	0.47	-0.43	0.96
"10884"	0.47	-0.42	0.95
"10885"	0.47	-0.41	0.94
"10886"	0.47	-0.4	0.93
"10887"	0.47	-0.39	0.92
"10888"	0.47	-0.38	0.91
"10889"	0.47	-0.37	0.9
"10890"	0.47	-0.36	0.89
"10891"	0.47	-0.35	0.88
"10892"	0.47	-0.34	0.87
"10893"	0.47	-0.33	0.86
"10894"	0.47	-0.32	0.85
"10895"	0.47	-0.31	0.84
"10896"	0.47	-0.3	0.83
"10897"	0.47	-0.29	0.82
"10898"	0.47	-0.28	0.81
"10899"	0.47	-0.27	0.8
"10900"	0.47	-0.26	0.79
"10901"	0.47	-0.25	0.78
"10902"	0.47	-0.24	0.77
"10903"	0.47	-0.23	0.76
"10904"	0.47	-0.22	0.75
"10905"	0.47	-0.21	0.74
"10906"	0.47	-0.2	0.73
"10907"	0.47	-0.19	0.72
"10908"	0.47	-0.18	0.71
"10909"	0.47	-0.17	0.7
"10910"	0.47	-0.16	0.69
"10911"	0.47	-0.15	0.68
"10912"	0.47	-0.14	0.67
"10913"	0.47	-0.13	0.66
"10914"	0.47	-0.12	0.65
"10915"	0.47	-0.11	0.64
"10916"	0.47	-0.1	0.63
"10917"	0.47	-0.09	0.62
"10918"	0.47	-0.08	0.61
"10919"	0.47	-0.07	0.6
"10920"	0.47	-0.06	0.59
"10921"	0.47	-0.05	0.58
"10922"	0.47	-0.04	0.57
"10923"	0.47	-0.03	0.56
"10924"	0.47	-0.02	0.55
"10925"	0.47	-0.01	0.54
"10926"	0.47	0	0.53
"10927"	0.47	0.01	0.52
"10928"	0.47	0.02	0.51
"10929"	0.47	0.03	0.5
"10930"	0.47	0.04	0.49
"10931"	0.47	0.05	0.48
"10932"	0.47	0.06	0.47
"10933"	0.47	0.07	0.46
"10934"	0.47	0.08	0.45
"10935"	0.47	0.09	0.44
"10936"	0.47	0.1	0.43
"10937"	0.47	0.11	0.42
"10938"	0.47	0.12	0.41
"10939"	0.47	0.13	0.4
"10940"	0.47	0.14	0.39
"10941"	0.47	0.15	0.38
"10942"	0.47	0.16	0.37
"10943"	0.47	0.17	0.36
"10944"	0.47	0.18	0.35
"10945"	0.47	0.19	0.34
"10946"	0.47	0.2	0.33
"10947"	0.47	0.21	0.32
"10948"	0.47	0.22	0.31
"10949"	0.47	0.23	0.3
"10950"	0.47	0.24	0.29
"10951"	0.47	0.25	0.28
"10952"	0.47	0.26	0.27
"10953"	0.47	0.27	0.26
"10954"	0.47	0.28	0.25
"10955"	0.47	0.29	0.24
"10956"	0.47	0.3	0.23
"10957"	0.47	0.31	0.22
"10958"	0.47	0.32	0.21
"10959"	0.47	0.33	0.2
"10960"	0.47	0.34	0.19
"10961"	0.47	0.35	0.18
"10962"	0.47	0.36	0.17
"10963"	0.47	0.37	0.16
"10964"	0.47	0.38	0.15
"10965"	0.47	0.39	0.14
"10966"	0.47	0.4	0.13
"10967"	0.47	0.41	0.12
"10968"	0.47	0.42	0.11
"10969"	0.47	0.43	0.1
"10970"	0.47	0.44	0.09
"10971"	0.47	0.45	0.08
"10972"	0.47	0.46	0.07
"10973"	0.47	0.47	0.06
"10974"	0.47	0.48	0.05
"10975"	0.47	0.49	0.04
"10976"	0.47	0.5	0.03
"10977"	0.47	0.51	0.02
"10978"	0.47	0.52	0.01
"10979"	0.47	0.53	0
"10980"	0.47	0.54	-0.01
"10981"	0.47	0.55	-0.02
"10982"	0.47	0.56	-0.03
"10983"	0.47	0.57	-0.04
"10984"	0.47	0.58	-0.05
"10985"	0.47	0.59	-0.06
"10986"	0.47	0.6	-0.07
"10987"	0.47	0.61	-0.08
"10988"	0.47	0.62	-0.09
"10989"	0.47	0.63	-0.1
"10990"	0.47	0.64	-0.11
"10991"	0.47	0.65	-0.12
"10992"	0.47	0.66	-0.13
"10993"	0.47	0.67	-0.14
"10994"	0.47	0.68	-0.15
"10995"	0.47	0.69	-0.16
"10996"	0.47	0.7	-0.17
"10997"	0.47	0.71	-0.18
"10998"	0.47	0.72	-0.19
"10999"	0.47	0.73	-0.2
"11000"	0.47	0.74	-0.21
"11001"	0.47	0.75	-0.22
"11002"	0.47	0.76	-0.23
"11003"	0.47	0.77	-0.24
"11004"	0.47	0.78	-0.25
"11005"	0.47	0.79	-0.26
"11006"	0.47	0.8	-0.27
"11007"	0.47	0.81	-0.28
"11008"	0.47	0.82	-0.29
"11009"	0.47	0.83	-0.3
"11010"	0.47	0.84	-0.31
"11011"	0.47	0.85	-0.32
"11012"	0.47	0.86	-0.33
"11013"	0.47	0.87	-0.34
"11014"	0.47	0.88	-0.35
"11015"	0.47	0.89	-0.36
"11016"	0.47	0.9	-0.37
"11017"	0.47	0.91	-0.38
"11018"	0.47	0.92	-0.39
"11019"	0.47	0.93	-0.4
"11020"	0.47	0.94	-0.41
"11021"	0.47	0.95	-0.42
"11022"	0.47	0.96	-0.43
"11023"	0.47	0.97	-0.44
"11024"	0.47	0.98	-0.45
"11025"	0.47	0.99	-0.46
"11026"	0.47	1	-0.47
"11027"	0.48	-0.48	1
"11028"	0.48	-0.47	0.99
"11029"	0.48	-0.46	0.98
"11030"	0.48	-0.45	0.97
"11031"	0.48	-0.44	0.96
"11032"	0.48	-0.43	0.95
"11033"	0.48	-0.42	0.94
"11034"	0.48	-0.41	0.93
"11035"	0.48	-0.4	0.92
"11036"	0.48	-0.39	0.91
